origin,destination,ridership
KJ34: USJ 21,AG01: Sentul Timur,443
KJ34: USJ 21,AG02: Sentul,89
KJ34: USJ 21,AG03: Titiwangsa,215
KJ34: USJ 21,AG04: PWTC,517
KJ34: USJ 21,AG05: Sultan Ismail,193
KJ34: USJ 21,AG06: Bandaraya,584
KJ34: USJ 21,AG07: Masjid Jamek,1732
KJ34: USJ 21,AG08: Plaza Rakyat,176
KJ34: USJ 21,AG09: Hang Tuah,226
KJ34: USJ 21,AG10: Pudu,411
KJ34: USJ 21,AG11: Chan Sow Lin,181
KJ34: USJ 21,AG12: Miharja,79
KJ34: USJ 21,AG13: Maluri,166
KJ34: USJ 21,AG14: Pandan Jaya,247
KJ34: USJ 21,AG15: Pandan Indah,193
KJ34: USJ 21,AG16: Cempaka,263
KJ34: USJ 21,AG17: Cahaya,123
KJ34: USJ 21,AG18: Ampang,323
KJ34: USJ 21,KG04: Kwasa Damansara,63
KJ34: USJ 21,KG05: Kwasa Sentral,79
KJ34: USJ 21,KG06: Kota Damansara,71
KJ34: USJ 21,KG07: Surian,156
KJ34: USJ 21,KG08: Mutiara Damansara,344
KJ34: USJ 21,KG09: Bandar Utama,662
KJ34: USJ 21,KG10: TTDI,516
KJ34: USJ 21,KG12: Phileo Damansara,326
KJ34: USJ 21,KG13: Pusat Bandar Damansara,397
KJ34: USJ 21,KG14: Semantan,1285
KJ34: USJ 21,KG15: Muzium Negara,23
KJ34: USJ 21,KG16: Pasar Seni,760
KJ34: USJ 21,KG17: Merdeka,71
KJ34: USJ 21,KG18: Bukit Bintang,3292
KJ34: USJ 21,KG20: Tun Razak Exchange,2355
KJ34: USJ 21,KG21: Cochrane,749
KJ34: USJ 21,KG22: Maluri,455
KJ34: USJ 21,KG23: Taman Pertama,138
KJ34: USJ 21,KG24: Taman Midah,128
KJ34: USJ 21,KG25: Taman Mutiara,424
KJ34: USJ 21,KG26: Taman Connaught,112
KJ34: USJ 21,KG27: Taman Suntex,76
KJ34: USJ 21,KG28: Sri Raya,98
KJ34: USJ 21,KG29: Bandar Tun Hussien Onn,84
KJ34: USJ 21,KG30: Batu 11 Cheras,86
KJ34: USJ 21,KG31: Bukit Dukung,127
KJ34: USJ 21,KG33: Sungai Jernih,78
KJ34: USJ 21,KG34: Stadium Kajang,189
KJ34: USJ 21,KG35: Kajang,227
KJ34: USJ 21,KJ01: Gombak,539
KJ34: USJ 21,KJ02: Taman Melati,751
KJ34: USJ 21,KJ03: Wangsa Maju,1156
KJ34: USJ 21,KJ04: Sri Rampai,505
KJ34: USJ 21,KJ05: Setiawangsa,381
KJ34: USJ 21,KJ06: Jelatek,359
KJ34: USJ 21,KJ07: Dato' Keramat,159
KJ34: USJ 21,KJ08: Damai,230
KJ34: USJ 21,KJ09: Ampang Park,5527
KJ34: USJ 21,KJ10: KLCC,8305
KJ34: USJ 21,KJ11: Kampung Baru,447
KJ34: USJ 21,KJ12: Dang Wangi,2290
KJ34: USJ 21,KJ13: Masjid Jamek,2946
KJ34: USJ 21,KJ14: Pasar Seni,4432
KJ34: USJ 21,KJ15: KL Sentral,15243
KJ34: USJ 21,KJ16: Bank Rakyat Bangsar,3793
KJ34: USJ 21,KJ17: Abdullah Hukum,9934
KJ34: USJ 21,KJ18: Kerinchi,4731
KJ34: USJ 21,KJ19: Universiti,3202
KJ34: USJ 21,KJ20: Taman Jaya,2537
KJ34: USJ 21,KJ21: Asia Jaya,5648
KJ34: USJ 21,KJ22: Taman Paramount,1576
KJ34: USJ 21,KJ23: Taman Bahagia,2167
KJ34: USJ 21,KJ24: Kelana Jaya,2285
KJ34: USJ 21,KJ25: Lembah Subang,2969
KJ34: USJ 21,KJ26: Ara Damansara,3564
KJ34: USJ 21,KJ27: Cgc Glenmarie,3850
KJ34: USJ 21,KJ28: Subang Jaya,8490
KJ34: USJ 21,KJ29: SS 15,9988
KJ34: USJ 21,KJ30: SS 18,2199
KJ34: USJ 21,KJ31: USJ 7,8065
KJ34: USJ 21,KJ32: Taipan,11798
KJ34: USJ 21,KJ33: Wawasan,9541
KJ34: USJ 21,KJ34: USJ 21,7148
KJ34: USJ 21,KJ35: Alam Megah,4767
KJ34: USJ 21,KJ36: Subang Alam,1805
KJ34: USJ 21,MR01: KL Sentral,2
KJ34: USJ 21,MR02: Tun Sambanthan,0
KJ34: USJ 21,MR03: Maharajalela,4
KJ34: USJ 21,MR04: Hang Tuah,428
KJ34: USJ 21,MR05: Imbi,132
KJ34: USJ 21,MR06: Bukit Bintang,20
KJ34: USJ 21,MR07: Raja Chulan,108
KJ34: USJ 21,MR08: Bukit Nanas,1
KJ34: USJ 21,MR09: Medan Tuanku,7
KJ34: USJ 21,MR10: Chow Kit,37
KJ34: USJ 21,MR11: Titiwangsa,1
KJ34: USJ 21,PYL03: Kampung Selamat,29
KJ34: USJ 21,PYL04: Sungai Buloh,42
KJ34: USJ 21,SP12: Cheras,156
KJ34: USJ 21,SP13: Salak Selatan,451
KJ34: USJ 21,SP14: Bandar Tun Razak,130
KJ34: USJ 21,SP15: Bandar Tasik Selatan,1916
KJ34: USJ 21,SP16: Sungai Besi,202
KJ34: USJ 21,SP17: Bukit Jalil,1148
KJ34: USJ 21,SP18: Sri Petaling,559
KJ34: USJ 21,SP19: Awan Besar,871
KJ34: USJ 21,SP20: Muhibbah,587
KJ34: USJ 21,SP21: Alam Sutera,480
KJ34: USJ 21,SP22: Kinrara,1174
KJ34: USJ 21,SP24: IOI Puchong Jaya,1947
KJ34: USJ 21,SP25: Pusat Bandar Puchong,1456
KJ34: USJ 21,SP26: Taman Perindustrian Puchong,1361
KJ34: USJ 21,SP27: Bandar Puteri,1036
KJ34: USJ 21,SP28: Puchong Perdana,1468
KJ34: USJ 21,SP29: Puchong Prima,3040
KJ34: USJ 21,SP31: Putra Heights,6567
KJ35: Alam Megah,A0: All Stations,201655
KJ35: Alam Megah,AG01: Sentul Timur,407
KJ35: Alam Megah,AG02: Sentul,265
KJ35: Alam Megah,AG03: Titiwangsa,568
KJ35: Alam Megah,AG04: PWTC,998
KJ35: Alam Megah,AG05: Sultan Ismail,621
KJ35: Alam Megah,AG06: Bandaraya,1670
KJ35: Alam Megah,AG07: Masjid Jamek,3383
KJ35: Alam Megah,AG08: Plaza Rakyat,348
KJ35: Alam Megah,AG09: Hang Tuah,210
KJ35: Alam Megah,AG10: Pudu,603
KJ35: Alam Megah,AG11: Chan Sow Lin,401
KJ35: Alam Megah,AG12: Miharja,55
KJ35: Alam Megah,AG13: Maluri,265
KJ35: Alam Megah,AG14: Pandan Jaya,349
KJ35: Alam Megah,AG15: Pandan Indah,234
KJ35: Alam Megah,AG16: Cempaka,212
KJ35: Alam Megah,AG17: Cahaya,149
KJ35: Alam Megah,AG18: Ampang,506
KJ35: Alam Megah,KG04: Kwasa Damansara,99
KJ35: Alam Megah,KG05: Kwasa Sentral,32
KJ35: Alam Megah,KG06: Kota Damansara,89
KJ35: Alam Megah,KG07: Surian,332
KJ35: Alam Megah,KG08: Mutiara Damansara,330
KJ35: Alam Megah,KG09: Bandar Utama,1037
KJ35: Alam Megah,KG10: TTDI,670
KJ35: Alam Megah,KG12: Phileo Damansara,284
KJ35: Alam Megah,KG13: Pusat Bandar Damansara,1036
KJ35: Alam Megah,KG14: Semantan,1250
KJ35: Alam Megah,KG15: Muzium Negara,32
KJ35: Alam Megah,KG16: Pasar Seni,1550
KJ35: Alam Megah,KG17: Merdeka,490
KJ35: Alam Megah,KG18: Bukit Bintang,3749
KJ35: Alam Megah,KG20: Tun Razak Exchange,3546
KJ35: Alam Megah,KG21: Cochrane,931
KJ35: Alam Megah,KG22: Maluri,1368
KJ35: Alam Megah,KG23: Taman Pertama,109
KJ35: Alam Megah,KG24: Taman Midah,156
KJ35: Alam Megah,KG25: Taman Mutiara,141
KJ35: Alam Megah,KG26: Taman Connaught,192
KJ35: Alam Megah,KG27: Taman Suntex,155
KJ35: Alam Megah,KG28: Sri Raya,94
KJ35: Alam Megah,KG29: Bandar Tun Hussien Onn,110
KJ35: Alam Megah,KG30: Batu 11 Cheras,82
KJ35: Alam Megah,KG31: Bukit Dukung,167
KJ35: Alam Megah,KG33: Sungai Jernih,125
KJ35: Alam Megah,KG34: Stadium Kajang,198
KJ35: Alam Megah,KG35: Kajang,371
KJ35: Alam Megah,KJ01: Gombak,1035
KJ35: Alam Megah,KJ02: Taman Melati,1032
KJ35: Alam Megah,KJ03: Wangsa Maju,1563
KJ35: Alam Megah,KJ04: Sri Rampai,844
KJ35: Alam Megah,KJ05: Setiawangsa,507
KJ35: Alam Megah,KJ06: Jelatek,624
KJ35: Alam Megah,KJ07: Dato' Keramat,263
KJ35: Alam Megah,KJ08: Damai,334
KJ35: Alam Megah,KJ09: Ampang Park,7180
KJ35: Alam Megah,KJ10: KLCC,13124
KJ35: Alam Megah,KJ11: Kampung Baru,705
KJ35: Alam Megah,KJ12: Dang Wangi,3435
KJ35: Alam Megah,KJ13: Masjid Jamek,4012
KJ35: Alam Megah,KJ14: Pasar Seni,9484
KJ35: Alam Megah,KJ15: KL Sentral,21041
KJ35: Alam Megah,KJ16: Bank Rakyat Bangsar,3892
KJ35: Alam Megah,KJ17: Abdullah Hukum,9728
KJ35: Alam Megah,KJ18: Kerinchi,5994
KJ35: Alam Megah,KJ19: Universiti,3473
KJ35: Alam Megah,KJ20: Taman Jaya,3832
KJ35: Alam Megah,KJ21: Asia Jaya,6888
KJ35: Alam Megah,KJ22: Taman Paramount,1529
KJ35: Alam Megah,KJ23: Taman Bahagia,2104
KJ35: Alam Megah,KJ24: Kelana Jaya,1930
KJ35: Alam Megah,KJ25: Lembah Subang,3207
KJ35: Alam Megah,KJ26: Ara Damansara,3276
KJ35: Alam Megah,KJ27: Cgc Glenmarie,3678
KJ35: Alam Megah,KJ28: Subang Jaya,5685
KJ35: Alam Megah,KJ29: SS 15,6181
KJ35: Alam Megah,KJ30: SS 18,963
KJ35: Alam Megah,KJ31: USJ 7,3205
KJ35: Alam Megah,KJ32: Taipan,3314
KJ35: Alam Megah,KJ33: Wawasan,2040
KJ35: Alam Megah,KJ34: USJ 21,4402
KJ35: Alam Megah,KJ35: Alam Megah,9194
KJ35: Alam Megah,KJ36: Subang Alam,974
KJ35: Alam Megah,MR01: KL Sentral,4
KJ35: Alam Megah,MR02: Tun Sambanthan,3
KJ35: Alam Megah,MR03: Maharajalela,15
KJ35: Alam Megah,MR04: Hang Tuah,664
KJ35: Alam Megah,MR05: Imbi,245
KJ35: Alam Megah,MR06: Bukit Bintang,98
KJ35: Alam Megah,MR07: Raja Chulan,190
KJ35: Alam Megah,MR08: Bukit Nanas,5
KJ35: Alam Megah,MR09: Medan Tuanku,21
KJ35: Alam Megah,MR10: Chow Kit,87
KJ35: Alam Megah,MR11: Titiwangsa,23
KJ35: Alam Megah,PYL03: Kampung Selamat,36
KJ35: Alam Megah,PYL04: Sungai Buloh,123
KJ35: Alam Megah,SP12: Cheras,192
KJ35: Alam Megah,SP13: Salak Selatan,470
KJ35: Alam Megah,SP14: Bandar Tun Razak,297
KJ35: Alam Megah,SP15: Bandar Tasik Selatan,1809
KJ35: Alam Megah,SP16: Sungai Besi,246
KJ35: Alam Megah,SP17: Bukit Jalil,1747
KJ35: Alam Megah,SP18: Sri Petaling,346
KJ35: Alam Megah,SP19: Awan Besar,1155
KJ35: Alam Megah,SP20: Muhibbah,186
KJ35: Alam Megah,SP21: Alam Sutera,475
KJ35: Alam Megah,SP22: Kinrara,676
KJ35: Alam Megah,SP24: IOI Puchong Jaya,2663
KJ35: Alam Megah,SP25: Pusat Bandar Puchong,1073
KJ35: Alam Megah,SP26: Taman Perindustrian Puchong,826
KJ35: Alam Megah,SP27: Bandar Puteri,882
KJ35: Alam Megah,SP28: Puchong Perdana,848
KJ35: Alam Megah,SP29: Puchong Prima,1881
KJ35: Alam Megah,SP31: Putra Heights,3728
KJ36: Subang Alam,A0: All Stations,71077
KJ36: Subang Alam,AG01: Sentul Timur,73
KJ36: Subang Alam,AG02: Sentul,52
KJ36: Subang Alam,AG03: Titiwangsa,305
KJ36: Subang Alam,AG04: PWTC,271
KJ36: Subang Alam,AG05: Sultan Ismail,72
KJ36: Subang Alam,AG06: Bandaraya,221
KJ36: Subang Alam,AG07: Masjid Jamek,913
KJ36: Subang Alam,AG08: Plaza Rakyat,129
KJ36: Subang Alam,AG09: Hang Tuah,60
KJ36: Subang Alam,AG10: Pudu,247
KJ36: Subang Alam,AG11: Chan Sow Lin,206
KJ36: Subang Alam,AG12: Miharja,26
KJ36: Subang Alam,AG13: Maluri,345
KJ36: Subang Alam,AG14: Pandan Jaya,82
KJ36: Subang Alam,AG15: Pandan Indah,62
KJ36: Subang Alam,AG16: Cempaka,32
KJ36: Subang Alam,AG17: Cahaya,9
KJ36: Subang Alam,AG18: Ampang,211
KJ36: Subang Alam,KG04: Kwasa Damansara,5
KJ36: Subang Alam,KG05: Kwasa Sentral,12
KJ36: Subang Alam,KG06: Kota Damansara,73
KJ36: Subang Alam,KG07: Surian,44
KJ36: Subang Alam,KG08: Mutiara Damansara,283
KJ36: Subang Alam,KG09: Bandar Utama,279
KJ36: Subang Alam,KG10: TTDI,62
KJ36: Subang Alam,KG12: Phileo Damansara,35
KJ36: Subang Alam,KG13: Pusat Bandar Damansara,290
KJ36: Subang Alam,KG14: Semantan,344
KJ36: Subang Alam,KG15: Muzium Negara,6
KJ36: Subang Alam,KG16: Pasar Seni,295
KJ36: Subang Alam,KG17: Merdeka,59
KJ36: Subang Alam,KG18: Bukit Bintang,943
KJ36: Subang Alam,KG20: Tun Razak Exchange,920
KJ36: Subang Alam,KG21: Cochrane,177
KJ36: Subang Alam,KG22: Maluri,213
KJ36: Subang Alam,KG23: Taman Pertama,14
KJ36: Subang Alam,KG24: Taman Midah,41
KJ36: Subang Alam,KG25: Taman Mutiara,31
KJ36: Subang Alam,KG26: Taman Connaught,23
KJ36: Subang Alam,KG27: Taman Suntex,6
KJ36: Subang Alam,KG28: Sri Raya,10
KJ36: Subang Alam,KG29: Bandar Tun Hussien Onn,9
KJ36: Subang Alam,KG30: Batu 11 Cheras,5
KJ36: Subang Alam,KG31: Bukit Dukung,11
KJ36: Subang Alam,KG33: Sungai Jernih,22
KJ36: Subang Alam,KG34: Stadium Kajang,43
KJ36: Subang Alam,KG35: Kajang,69
KJ36: Subang Alam,KJ01: Gombak,135
KJ36: Subang Alam,KJ02: Taman Melati,78
KJ36: Subang Alam,KJ03: Wangsa Maju,308
KJ36: Subang Alam,KJ04: Sri Rampai,183
KJ36: Subang Alam,KJ05: Setiawangsa,159
KJ36: Subang Alam,KJ06: Jelatek,390
KJ36: Subang Alam,KJ07: Dato' Keramat,67
KJ36: Subang Alam,KJ08: Damai,92
KJ36: Subang Alam,KJ09: Ampang Park,2238
KJ36: Subang Alam,KJ10: KLCC,3376
KJ36: Subang Alam,KJ11: Kampung Baru,172
KJ36: Subang Alam,KJ12: Dang Wangi,1159
KJ36: Subang Alam,KJ13: Masjid Jamek,1213
KJ36: Subang Alam,KJ14: Pasar Seni,2419
KJ36: Subang Alam,KJ15: KL Sentral,6275
KJ36: Subang Alam,KJ16: Bank Rakyat Bangsar,1470
KJ36: Subang Alam,KJ17: Abdullah Hukum,3543
KJ36: Subang Alam,KJ18: Kerinchi,2092
KJ36: Subang Alam,KJ19: Universiti,996
KJ36: Subang Alam,KJ20: Taman Jaya,1629
KJ36: Subang Alam,KJ21: Asia Jaya,2574
KJ36: Subang Alam,KJ22: Taman Paramount,596
KJ36: Subang Alam,KJ23: Taman Bahagia,1037
KJ36: Subang Alam,KJ24: Kelana Jaya,865
KJ36: Subang Alam,KJ25: Lembah Subang,671
KJ36: Subang Alam,KJ26: Ara Damansara,1234
KJ36: Subang Alam,KJ27: Cgc Glenmarie,1744
KJ36: Subang Alam,KJ28: Subang Jaya,3413
KJ36: Subang Alam,KJ29: SS 15,3432
KJ36: Subang Alam,KJ30: SS 18,361
KJ36: Subang Alam,KJ31: USJ 7,1412
KJ36: Subang Alam,KJ32: Taipan,1504
KJ36: Subang Alam,KJ33: Wawasan,1300
KJ36: Subang Alam,KJ34: USJ 21,1619
KJ36: Subang Alam,KJ35: Alam Megah,1120
KJ36: Subang Alam,KJ36: Subang Alam,3181
KJ36: Subang Alam,MR01: KL Sentral,4
KJ36: Subang Alam,MR02: Tun Sambanthan,0
KJ36: Subang Alam,MR03: Maharajalela,20
KJ36: Subang Alam,MR04: Hang Tuah,86
KJ36: Subang Alam,MR05: Imbi,118
KJ36: Subang Alam,MR06: Bukit Bintang,29
KJ36: Subang Alam,MR07: Raja Chulan,143
KJ36: Subang Alam,MR08: Bukit Nanas,3
KJ36: Subang Alam,MR09: Medan Tuanku,23
KJ36: Subang Alam,MR10: Chow Kit,28
KJ36: Subang Alam,MR11: Titiwangsa,3
KJ36: Subang Alam,PYL03: Kampung Selamat,2
KJ36: Subang Alam,PYL04: Sungai Buloh,39
KJ36: Subang Alam,SP12: Cheras,159
KJ36: Subang Alam,SP13: Salak Selatan,165
KJ36: Subang Alam,SP14: Bandar Tun Razak,117
KJ36: Subang Alam,SP15: Bandar Tasik Selatan,453
KJ36: Subang Alam,SP16: Sungai Besi,61
KJ36: Subang Alam,SP17: Bukit Jalil,377
KJ36: Subang Alam,SP18: Sri Petaling,192
KJ36: Subang Alam,SP19: Awan Besar,145
KJ36: Subang Alam,SP20: Muhibbah,85
KJ36: Subang Alam,SP21: Alam Sutera,129
KJ36: Subang Alam,SP22: Kinrara,232
KJ36: Subang Alam,SP24: IOI Puchong Jaya,1549
KJ36: Subang Alam,SP25: Pusat Bandar Puchong,622
KJ36: Subang Alam,SP26: Taman Perindustrian Puchong,502
KJ36: Subang Alam,SP27: Bandar Puteri,457
KJ36: Subang Alam,SP28: Puchong Perdana,352
KJ36: Subang Alam,SP29: Puchong Prima,929
KJ36: Subang Alam,SP31: Putra Heights,2356
MR01: KL Sentral,A0: All Stations,890715
MR01: KL Sentral,AG01: Sentul Timur,4945
MR01: KL Sentral,AG02: Sentul,2635
MR01: KL Sentral,AG03: Titiwangsa,2253
MR01: KL Sentral,AG04: PWTC,2926
MR01: KL Sentral,AG05: Sultan Ismail,159
MR01: KL Sentral,AG06: Bandaraya,1663
MR01: KL Sentral,AG07: Masjid Jamek,1155
MR01: KL Sentral,AG08: Plaza Rakyat,982
MR01: KL Sentral,AG09: Hang Tuah,16369
MR01: KL Sentral,AG10: Pudu,6931
MR01: KL Sentral,AG11: Chan Sow Lin,6375
MR01: KL Sentral,AG12: Miharja,1885
MR01: KL Sentral,AG13: Maluri,4341
MR01: KL Sentral,AG14: Pandan Jaya,4728
MR01: KL Sentral,AG15: Pandan Indah,4496
MR01: KL Sentral,AG16: Cempaka,6812
MR01: KL Sentral,AG17: Cahaya,3684
MR01: KL Sentral,AG18: Ampang,9049
MR01: KL Sentral,KG04: Kwasa Damansara,16
MR01: KL Sentral,KG05: Kwasa Sentral,16
MR01: KL Sentral,KG06: Kota Damansara,7
MR01: KL Sentral,KG07: Surian,17
MR01: KL Sentral,KG08: Mutiara Damansara,19
MR01: KL Sentral,KG09: Bandar Utama,30
MR01: KL Sentral,KG10: TTDI,7
MR01: KL Sentral,KG12: Phileo Damansara,4
MR01: KL Sentral,KG13: Pusat Bandar Damansara,8
MR01: KL Sentral,KG14: Semantan,8
MR01: KL Sentral,KG15: Muzium Negara,29
MR01: KL Sentral,KG16: Pasar Seni,61
MR01: KL Sentral,KG17: Merdeka,35
MR01: KL Sentral,KG18: Bukit Bintang,55
MR01: KL Sentral,KG20: Tun Razak Exchange,288
MR01: KL Sentral,KG21: Cochrane,164
MR01: KL Sentral,KG22: Maluri,2122
MR01: KL Sentral,KG23: Taman Pertama,49
MR01: KL Sentral,KG24: Taman Midah,44
MR01: KL Sentral,KG25: Taman Mutiara,93
MR01: KL Sentral,KG26: Taman Connaught,70
MR01: KL Sentral,KG27: Taman Suntex,43
MR01: KL Sentral,KG28: Sri Raya,36
MR01: KL Sentral,KG29: Bandar Tun Hussien Onn,19
MR01: KL Sentral,KG30: Batu 11 Cheras,9
MR01: KL Sentral,KG31: Bukit Dukung,11
MR01: KL Sentral,KG33: Sungai Jernih,20
MR01: KL Sentral,KG34: Stadium Kajang,28
MR01: KL Sentral,KG35: Kajang,49
MR01: KL Sentral,KJ01: Gombak,14
MR01: KL Sentral,KJ02: Taman Melati,7
MR01: KL Sentral,KJ03: Wangsa Maju,33
MR01: KL Sentral,KJ04: Sri Rampai,16
MR01: KL Sentral,KJ05: Setiawangsa,7
MR01: KL Sentral,KJ06: Jelatek,13
MR01: KL Sentral,KJ07: Dato' Keramat,2
MR01: KL Sentral,KJ08: Damai,4
MR01: KL Sentral,KJ09: Ampang Park,20
MR01: KL Sentral,KJ10: KLCC,279
MR01: KL Sentral,KJ11: Kampung Baru,28
MR01: KL Sentral,KJ12: Dang Wangi,10
MR01: KL Sentral,KJ13: Masjid Jamek,59
MR01: KL Sentral,KJ14: Pasar Seni,154
MR01: KL Sentral,KJ15: KL Sentral,50
MR01: KL Sentral,KJ16: Bank Rakyat Bangsar,9
MR01: KL Sentral,KJ17: Abdullah Hukum,19
MR01: KL Sentral,KJ18: Kerinchi,10
MR01: KL Sentral,KJ19: Universiti,3
MR01: KL Sentral,KJ20: Taman Jaya,9
MR01: KL Sentral,KJ21: Asia Jaya,3
MR01: KL Sentral,KJ22: Taman Paramount,1
MR01: KL Sentral,KJ23: Taman Bahagia,2
MR01: KL Sentral,KJ24: Kelana Jaya,4
MR01: KL Sentral,KJ25: Lembah Subang,3
MR01: KL Sentral,KJ26: Ara Damansara,2
MR01: KL Sentral,KJ27: Cgc Glenmarie,7
MR01: KL Sentral,KJ28: Subang Jaya,17
MR01: KL Sentral,KJ29: SS 15,7
MR01: KL Sentral,KJ30: SS 18,10
MR01: KL Sentral,KJ31: USJ 7,9
MR01: KL Sentral,KJ32: Taipan,6
MR01: KL Sentral,KJ33: Wawasan,9
MR01: KL Sentral,KJ34: USJ 21,0
MR01: KL Sentral,KJ35: Alam Megah,12
MR01: KL Sentral,KJ36: Subang Alam,4
MR01: KL Sentral,MR01: KL Sentral,40000
MR01: KL Sentral,MR02: Tun Sambanthan,53835
MR01: KL Sentral,MR03: Maharajalela,46440
MR01: KL Sentral,MR04: Hang Tuah,69351
MR01: KL Sentral,MR05: Imbi,128465
MR01: KL Sentral,MR06: Bukit Bintang,193819
MR01: KL Sentral,MR07: Raja Chulan,75424
MR01: KL Sentral,MR08: Bukit Nanas,25676
MR01: KL Sentral,MR09: Medan Tuanku,35005
MR01: KL Sentral,MR10: Chow Kit,53894
MR01: KL Sentral,MR11: Titiwangsa,22661
MR01: KL Sentral,PYL03: Kampung Selamat,51
MR01: KL Sentral,PYL04: Sungai Buloh,442
MR01: KL Sentral,SP12: Cheras,7022
MR01: KL Sentral,SP13: Salak Selatan,14099
MR01: KL Sentral,SP14: Bandar Tun Razak,3577
MR01: KL Sentral,SP15: Bandar Tasik Selatan,5243
MR01: KL Sentral,SP16: Sungai Besi,492
MR01: KL Sentral,SP17: Bukit Jalil,4795
MR01: KL Sentral,SP18: Sri Petaling,1825
MR01: KL Sentral,SP19: Awan Besar,4016
MR01: KL Sentral,SP20: Muhibbah,3306
MR01: KL Sentral,SP21: Alam Sutera,2736
MR01: KL Sentral,SP22: Kinrara,3606
MR01: KL Sentral,SP24: IOI Puchong Jaya,1994
MR01: KL Sentral,SP25: Pusat Bandar Puchong,2283
MR01: KL Sentral,SP26: Taman Perindustrian Puchong,773
MR01: KL Sentral,SP27: Bandar Puteri,1384
MR01: KL Sentral,SP28: Puchong Perdana,1255
MR01: KL Sentral,SP29: Puchong Prima,1518
MR01: KL Sentral,SP31: Putra Heights,141
MR02: Tun Sambanthan,A0: All Stations,251086
MR02: Tun Sambanthan,AG01: Sentul Timur,1623
MR02: Tun Sambanthan,AG02: Sentul,913
MR02: Tun Sambanthan,AG03: Titiwangsa,429
MR02: Tun Sambanthan,AG04: PWTC,743
MR02: Tun Sambanthan,AG05: Sultan Ismail,72
MR02: Tun Sambanthan,AG06: Bandaraya,1226
MR02: Tun Sambanthan,AG07: Masjid Jamek,684
MR02: Tun Sambanthan,AG08: Plaza Rakyat,680
MR02: Tun Sambanthan,AG09: Hang Tuah,3264
MR02: Tun Sambanthan,AG10: Pudu,2044
MR02: Tun Sambanthan,AG11: Chan Sow Lin,1216
MR02: Tun Sambanthan,AG12: Miharja,1042
MR02: Tun Sambanthan,AG13: Maluri,1698
MR02: Tun Sambanthan,AG14: Pandan Jaya,2302
MR02: Tun Sambanthan,AG15: Pandan Indah,1631
MR02: Tun Sambanthan,AG16: Cempaka,2507
MR02: Tun Sambanthan,AG17: Cahaya,1107
MR02: Tun Sambanthan,AG18: Ampang,2923
MR02: Tun Sambanthan,KG04: Kwasa Damansara,5
MR02: Tun Sambanthan,KG05: Kwasa Sentral,19
MR02: Tun Sambanthan,KG06: Kota Damansara,5
MR02: Tun Sambanthan,KG07: Surian,71
MR02: Tun Sambanthan,KG08: Mutiara Damansara,53
MR02: Tun Sambanthan,KG09: Bandar Utama,16
MR02: Tun Sambanthan,KG10: TTDI,4
MR02: Tun Sambanthan,KG12: Phileo Damansara,0
MR02: Tun Sambanthan,KG13: Pusat Bandar Damansara,5
MR02: Tun Sambanthan,KG14: Semantan,9
MR02: Tun Sambanthan,KG15: Muzium Negara,6
MR02: Tun Sambanthan,KG16: Pasar Seni,30
MR02: Tun Sambanthan,KG17: Merdeka,73
MR02: Tun Sambanthan,KG18: Bukit Bintang,15
MR02: Tun Sambanthan,KG20: Tun Razak Exchange,120
MR02: Tun Sambanthan,KG21: Cochrane,125
MR02: Tun Sambanthan,KG22: Maluri,1472
MR02: Tun Sambanthan,KG23: Taman Pertama,75
MR02: Tun Sambanthan,KG24: Taman Midah,53
MR02: Tun Sambanthan,KG25: Taman Mutiara,352
MR02: Tun Sambanthan,KG26: Taman Connaught,198
MR02: Tun Sambanthan,KG27: Taman Suntex,43
MR02: Tun Sambanthan,KG28: Sri Raya,81
MR02: Tun Sambanthan,KG29: Bandar Tun Hussien Onn,169
MR02: Tun Sambanthan,KG30: Batu 11 Cheras,61
MR02: Tun Sambanthan,KG31: Bukit Dukung,97
MR02: Tun Sambanthan,KG33: Sungai Jernih,68
MR02: Tun Sambanthan,KG34: Stadium Kajang,49
MR02: Tun Sambanthan,KG35: Kajang,119
MR02: Tun Sambanthan,KJ01: Gombak,6
MR02: Tun Sambanthan,KJ02: Taman Melati,5
MR02: Tun Sambanthan,KJ03: Wangsa Maju,10
MR02: Tun Sambanthan,KJ04: Sri Rampai,5
MR02: Tun Sambanthan,KJ05: Setiawangsa,2
MR02: Tun Sambanthan,KJ06: Jelatek,3
MR02: Tun Sambanthan,KJ07: Dato' Keramat,3
MR02: Tun Sambanthan,KJ08: Damai,1
MR02: Tun Sambanthan,KJ09: Ampang Park,8
MR02: Tun Sambanthan,KJ10: KLCC,88
MR02: Tun Sambanthan,KJ11: Kampung Baru,1
MR02: Tun Sambanthan,KJ12: Dang Wangi,4
MR02: Tun Sambanthan,KJ13: Masjid Jamek,19
MR02: Tun Sambanthan,KJ14: Pasar Seni,38
MR02: Tun Sambanthan,KJ15: KL Sentral,12
MR02: Tun Sambanthan,KJ16: Bank Rakyat Bangsar,2
MR02: Tun Sambanthan,KJ17: Abdullah Hukum,12
MR02: Tun Sambanthan,KJ18: Kerinchi,1
MR02: Tun Sambanthan,KJ19: Universiti,0
MR02: Tun Sambanthan,KJ20: Taman Jaya,1
MR02: Tun Sambanthan,KJ21: Asia Jaya,2
MR02: Tun Sambanthan,KJ22: Taman Paramount,1
MR02: Tun Sambanthan,KJ23: Taman Bahagia,0
